systematic_name	goid
YDR012W	GO:0003735
YDR012W	GO:0005198
YDR012W	GO:0002181
YDR013W	GO:0031261
YDR013W	GO:0000811
YDR013W	GO:0005694
YDR013W	GO:0005634
YDR013W	GO:0031298
YDR013W	GO:0003674
YDR013W	GO:0006310
YDR013W	GO:0006281
YDR013W	GO:0006260
YDR013W	GO:0006974
YDR014W	GO:0005694
YDR014W	GO:0000798
YDR014W	GO:0005634
YDR014W	GO:0003674
YDR014W	GO:0007059
YDR014W	GO:0000278
YDR014W	GO:0048285
YDR014W	GO:0051052
YDR014W	GO:0051726
YDR014W	GO:0033043
YDR016C	GO:0042729
YDR016C	GO:0005694
YDR016C	GO:0000775
YDR016C	GO:0000778
YDR016C	GO:0000942
YDR016C	GO:0000780
YDR016C	GO:0000776
YDR016C	GO:0005634
YDR016C	GO:0008092
YDR016C	GO:0007059
YDR016C	GO:0007010
YDR016C	GO:0070271
YDR016C	GO:0033043
YDR017C	GO:0005737
YDR017C	GO:0016301
YDR017C	GO:0016740
YDR017C	GO:0005975
YDR019C	GO:0005737
YDR019C	GO:0005960
YDR019C	GO:0005739
YDR019C	GO:0016491
YDR019C	GO:0006520
YDR021W	GO:0097078
YDR021W	GO:0005730
YDR021W	GO:0005634
YDR021W	GO:0016887
YDR021W	GO:0004386
YDR021W	GO:0016787
YDR021W	GO:0006364
YDR021W	GO:0042274
YDR022C	GO:0005737
YDR022C	GO:0003674
YDR022C	GO:0010324
YDR023W	GO:0005737
YDR023W	GO:0016874
YDR023W	GO:0006520
YDR023W	GO:0006418
YDR025W	GO:0030686
YDR025W	GO:0005737
YDR025W	GO:0022626
YDR025W	GO:0022627
YDR025W	GO:0030684
YDR025W	GO:0030529
YDR025W	GO:0005840
YDR025W	GO:0003735
YDR025W	GO:0005198
YDR025W	GO:0002181
YDR025W	GO:0070925
YDR025W	GO:0006364
YDR025W	GO:0042274
YDR025W	GO:0042255
YDR026C	GO:0005694
YDR026C	GO:0005737
YDR026C	GO:0005730
YDR026C	GO:0005634
YDR026C	GO:0030529
YDR026C	GO:0005840
YDR026C	GO:0003677
YDR026C	GO:0006353
YDR026C	GO:0006325
YDR026C	GO:0033043
YDR026C	GO:0006360
YDR027C	GO:0000938
YDR027C	GO:0005794
YDR027C	GO:0005737
YDR027C	GO:0016023
YDR027C	GO:0012505
YDR027C	GO:0005739
YDR027C	GO:0003674
YDR027C	GO:0048193
YDR027C	GO:0071554
YDR027C	GO:0016197
YDR027C	GO:0051321
YDR027C	GO:0043934
YDR028C	GO:0005737
YDR028C	GO:0000164
YDR028C	GO:0030234
YDR028C	GO:0005975
YDR028C	GO:0006091
YDR028C	GO:0042594
YDR028C	GO:0006366
YDR030C	GO:0005634
YDR030C	GO:0003674
YDR030C	GO:0006281
YDR030C	GO:0006974
YDR031W	GO:0005737
YDR031W	GO:0005740
YDR031W	GO:0005739
YDR031W	GO:0005634
YDR031W	GO:0003674
YDR031W	GO:0045333
YDR031W	GO:0006091
YDR032C	GO:0005737
YDR032C	GO:0016020
YDR032C	GO:0005739
YDR032C	GO:0005886
YDR032C	GO:0003674
YDR032C	GO:0008150
YDR033W	GO:0005737
YDR033W	GO:0016020
YDR033W	GO:0005739
YDR033W	GO:0005886
YDR033W	GO:0003674
YDR033W	GO:0008150
YDR034C	GO:0005634
YDR034C	GO:0003677
YDR034C	GO:0001071
YDR034C	GO:0006520
YDR034C	GO:0006366
YDR035W	GO:0005737
YDR035W	GO:0005739
YDR035W	GO:0005634
YDR035W	GO:0016740
YDR036C	GO:0005737
YDR036C	GO:0005739
YDR036C	GO:0016787
YDR036C	GO:0008150
YDR037W	GO:0005737
YDR037W	GO:0003723
YDR037W	GO:0016874
YDR037W	GO:0003729
YDR037W	GO:0006520
YDR037W	GO:0006418
YDR038C	GO:0016020
YDR038C	GO:0005886
YDR038C	GO:0016887
YDR038C	GO:0016787
YDR038C	GO:0022857
YDR038C	GO:0006811
YDR038C	GO:0055085
YDR039C	GO:0005737
YDR039C	GO:0016020
YDR039C	GO:0005739
YDR039C	GO:0005886
YDR039C	GO:0016887
YDR039C	GO:0016787
YDR039C	GO:0022857
YDR039C	GO:0006811
YDR039C	GO:0055085
YDR040C	GO:0016020
YDR040C	GO:0005886
YDR040C	GO:0016887
YDR040C	GO:0016787
YDR040C	GO:0022857
YDR040C	GO:0006811
YDR040C	GO:0006970
YDR040C	GO:0042594
YDR040C	GO:0055085
YDR041W	GO:0005737
YDR041W	GO:0005761
YDR041W	GO:0005763
YDR041W	GO:0005739
YDR041W	GO:0030529
YDR041W	GO:0005840
YDR041W	GO:0003735
YDR041W	GO:0005198
YDR041W	GO:0032543
YDR041W	GO:0007005
YDR043C	GO:0005634
YDR043C	GO:0003677
YDR043C	GO:0001071
YDR043C	GO:0000988
YDR043C	GO:0008134
YDR043C	GO:0001403
YDR043C	GO:0007124
YDR043C	GO:0042221
YDR043C	GO:0006970
YDR043C	GO:0006366
YDR044W	GO:0005737
YDR044W	GO:0016491
YDR044W	GO:0051186
YDR045C	GO:0005666
YDR045C	GO:0005634
YDR045C	GO:0016779
YDR045C	GO:0016740
YDR045C	GO:0006353
YDR045C	GO:0006383
YDR046C	GO:0005737
YDR046C	GO:0016020
YDR046C	GO:0005739
YDR046C	GO:0005886
YDR046C	GO:0022857
YDR046C	GO:0006865
YDR046C	GO:0006811
YDR046C	GO:0055085
YDR047W	GO:0005737
YDR047W	GO:0005634
YDR047W	GO:0016829
YDR047W	GO:0051186
YDR049W	GO:0036266
YDR049W	GO:0005737
YDR049W	GO:0012505
YDR049W	GO:0005783
YDR049W	GO:0016020
YDR049W	GO:0005740
YDR049W	GO:0005739
YDR049W	GO:0003674
YDR049W	GO:0051603
YDR049W	GO:0042221
YDR050C	GO:0005737
YDR050C	GO:0016020
YDR050C	GO:0005739
YDR050C	GO:0005886
YDR050C	GO:0016853
YDR050C	GO:0005975
YDR050C	GO:0006091
YDR050C	GO:0032787
YDR051C	GO:0005737
YDR051C	GO:0005634
YDR051C	GO:0016787
YDR051C	GO:0016791
YDR051C	GO:0006869
YDR052C	GO:0031431
YDR052C	GO:0005737
YDR052C	GO:0005634
YDR052C	GO:0003677
YDR052C	GO:0030234
YDR052C	GO:0006260
YDR052C	GO:0000278
YDR052C	GO:0048285
YDR052C	GO:0006468
YDR052C	GO:0051726
YDR052C	GO:0033043
YDR052C	GO:0031399
YDR054C	GO:0019005
YDR054C	GO:0005737
YDR054C	GO:0005634
YDR054C	GO:0000151
YDR054C	GO:0016740
YDR054C	GO:0000278
YDR054C	GO:0070647
YDR054C	GO:0051603
YDR055W	GO:0005618
YDR055W	GO:0016020
YDR055W	GO:0005886
YDR055W	GO:0003674
YDR055W	GO:0071554
YDR057W	GO:0000839
YDR057W	GO:0005737
YDR057W	GO:0012505
YDR057W	GO:0005783
YDR057W	GO:0034099
YDR057W	GO:0016020
YDR057W	GO:0000151
YDR057W	GO:0051603
YDR057W	GO:0042221
YDR057W	GO:0023052
YDR058C	GO:0005737
YDR058C	GO:0005739
YDR058C	GO:0016787
YDR058C	GO:0006629
YDR059C	GO:0000502
YDR059C	GO:0016740
YDR059C	GO:0070647
YDR059C	GO:0009408
YDR060W	GO:0030686
YDR060W	GO:0030690
YDR060W	GO:0005634
YDR060W	GO:0030684
YDR060W	GO:0030687
YDR060W	GO:0030529
YDR060W	GO:0003723
YDR060W	GO:0003729
YDR060W	GO:0070925
YDR060W	GO:0042273
YDR060W	GO:0042255
YDR062W	GO:0035339
YDR062W	GO:0005737
YDR062W	GO:0012505
YDR062W	GO:0005783
YDR062W	GO:0031211
YDR062W	GO:0016020
YDR062W	GO:0017059
YDR062W	GO:0016740
YDR062W	GO:0006629
YDR063W	GO:0005938
YDR063W	GO:0005737
YDR063W	GO:0005856
YDR063W	GO:0005634
YDR063W	GO:0003674
YDR063W	GO:0007010
YDR063W	GO:0070271
YDR063W	GO:0033043
YDR064W	GO:0030686
YDR064W	GO:0005737
YDR064W	GO:0022626
YDR064W	GO:0022627
YDR064W	GO:0030684
YDR064W	GO:0030529
YDR064W	GO:0005840
YDR064W	GO:0003723
YDR064W	GO:0019843
YDR064W	GO:0003735
YDR064W	GO:0005198
YDR064W	GO:0002181
YDR064W	GO:0006364
YDR064W	GO:0042274
YDR065W	GO:0005737
YDR065W	GO:0005739
YDR065W	GO:0003674
YDR065W	GO:0006873
YDR065W	GO:0007005
YDR066C	GO:0005737
YDR066C	GO:0005634
YDR066C	GO:0003674
YDR066C	GO:0008150
YDR068W	GO:0005737
YDR068W	GO:0003674
YDR068W	GO:0008150
YDR069C	GO:0005737
YDR069C	GO:0012505
YDR069C	GO:0005739
YDR069C	GO:0000502
YDR069C	GO:0016787
YDR069C	GO:0008233
YDR069C	GO:0006260
YDR069C	GO:0006897
YDR069C	GO:0051603
YDR069C	GO:0051052
YDR069C	GO:0016050
YDR070C	GO:0005737
YDR070C	GO:0005739
YDR070C	GO:0003674
YDR070C	GO:0008150
YDR071C	GO:0005737
YDR071C	GO:0016740
YDR071C	GO:0006325
YDR072C	GO:0016020
YDR072C	GO:0016740
YDR072C	GO:0006629
YDR073W	GO:0016514
YDR073W	GO:0005737
YDR073W	GO:0005634
YDR073W	GO:0016887
YDR073W	GO:0016787
YDR073W	GO:0006366
YDR074W	GO:0005946
YDR074W	GO:0005737
YDR074W	GO:0005739
YDR074W	GO:0016787
YDR074W	GO:0016791
YDR074W	GO:0005975
YDR074W	GO:0009311
YDR074W	GO:0009408
YDR075W	GO:0005694
YDR075W	GO:0005737
YDR075W	GO:0005634
YDR075W	GO:0030289
YDR075W	GO:0016787
YDR075W	GO:0016791
YDR075W	GO:0006310
YDR075W	GO:0006281
YDR075W	GO:0006974
YDR075W	GO:0051321
YDR075W	GO:0048285
YDR075W	GO:0006470
YDR075W	GO:0051726
YDR075W	GO:0033043
YDR075W	GO:0042221
YDR075W	GO:0023052
YDR076W	GO:0033062
YDR076W	GO:0005634
YDR076W	GO:0016887
YDR076W	GO:0016787
YDR076W	GO:0006310
YDR076W	GO:0006281
YDR076W	GO:0006974
YDR076W	GO:0051321
YDR076W	GO:0048285
YDR077W	GO:0005618
YDR077W	GO:0005737
YDR077W	GO:0005739
YDR077W	GO:0030529
YDR077W	GO:0005840
YDR077W	GO:0005198
YDR077W	GO:0071554
YDR077W	GO:0007005
YDR078C	GO:0097196
YDR078C	GO:0003674
YDR078C	GO:0006310
YDR078C	GO:0006281
YDR078C	GO:0006974
YDR079W	GO:0005737
YDR079W	GO:0016020
YDR079W	GO:0005740
YDR079W	GO:0005739
YDR079W	GO:0051082
YDR079W	GO:0045333
YDR079W	GO:0006091
YDR079W	GO:0007005
YDR079W	GO:0070271
YDR080W	GO:0030897
YDR080W	GO:0005737
YDR080W	GO:0012505
YDR080W	GO:0016020
YDR080W	GO:0005773
YDR080W	GO:0005085
YDR080W	GO:0043167
YDR080W	GO:0008289
YDR080W	GO:0061025
YDR080W	GO:0010324
YDR080W	GO:0048284
YDR080W	GO:0070271
YDR080W	GO:0051604
YDR080W	GO:0033043
YDR080W	GO:0051049
YDR080W	GO:0007033
YDR080W	GO:0016050
YDR081C	GO:0005634
YDR081C	GO:0003677
YDR081C	GO:0005975
YDR081C	GO:0006091
YDR081C	GO:0032787
YDR081C	GO:0006366
YDR081C	GO:0006766
YDR082W	GO:0070188
YDR082W	GO:0005694
YDR082W	GO:0000783
YDR082W	GO:0005634
YDR082W	GO:0003677
YDR082W	GO:0006260
YDR082W	GO:0051052
YDR082W	GO:0033043
YDR082W	GO:0032200
YDR083W	GO:0005730
YDR083W	GO:0005634
YDR083W	GO:0008168
YDR083W	GO:0016740
YDR083W	GO:0009451
YDR083W	GO:0006364
YDR083W	GO:0042273
YDR084C	GO:0005794
YDR084C	GO:0005737
YDR084C	GO:0012505
YDR084C	GO:0016020
YDR084C	GO:0003674
YDR085C	GO:0004871
YDR085C	GO:0000902
YDR085C	GO:0000746
YDR085C	GO:0042221
YDR085C	GO:0023052
YDR086C	GO:0005784
YDR086C	GO:0071261
YDR086C	GO:0005737
YDR086C	GO:0012505
YDR086C	GO:0005783
YDR086C	GO:0016020
YDR086C	GO:0008565
YDR086C	GO:0005198
YDR086C	GO:0022857
YDR086C	GO:0006605
YDR086C	GO:0055085
YDR087C	GO:0005730
YDR087C	GO:0005634
YDR087C	GO:0030684
YDR087C	GO:0030687
YDR087C	GO:0030529
YDR087C	GO:0003674
YDR087C	GO:0006364
YDR088C	GO:0071021
YDR088C	GO:0005684
YDR088C	GO:0005634
YDR088C	GO:0071020
YDR088C	GO:0030529
YDR088C	GO:0005681
YDR088C	GO:0008380
YDR088C	GO:0006397
YDR089W	GO:0005737
YDR089W	GO:0016020
YDR089W	GO:0005773
YDR089W	GO:0003674
YDR091C	GO:0005737
YDR091C	GO:0022626
YDR091C	GO:0005634
YDR091C	GO:0030684
YDR091C	GO:0030687
YDR091C	GO:0030529
YDR091C	GO:0005840
YDR091C	GO:0016887
YDR091C	GO:0016787
YDR091C	GO:0043167
YDR091C	GO:0051169
YDR091C	GO:0006417
YDR091C	GO:0042221
YDR091C	GO:0006979
YDR091C	GO:0042273
YDR091C	GO:0000054
YDR091C	GO:0006413
YDR092W	GO:0005737
YDR092W	GO:0005634
YDR092W	GO:0031371
YDR092W	GO:0016740
YDR092W	GO:0006281
YDR092W	GO:0006974
YDR092W	GO:0070271
YDR092W	GO:0070647
YDR093W	GO:0016020
YDR093W	GO:0005886
YDR093W	GO:0016887
YDR093W	GO:0016787
YDR093W	GO:0006897
YDR093W	GO:0006811
YDR093W	GO:0006869
YDR096W	GO:0005737
YDR096W	GO:0005739
YDR096W	GO:0005634
YDR096W	GO:0003677
YDR096W	GO:0001071
YDR096W	GO:0016491
YDR096W	GO:0006325
YDR096W	GO:0016570
YDR096W	GO:0006629
YDR096W	GO:0042594
YDR096W	GO:0006366
YDR097C	GO:0032301
YDR097C	GO:0005737
YDR097C	GO:0005634
YDR097C	GO:0016887
YDR097C	GO:0003677
YDR097C	GO:0016787
YDR097C	GO:0043167
YDR097C	GO:0006281
YDR097C	GO:0006974
YDR097C	GO:0051321
YDR097C	GO:0048285
YDR098C	GO:0005737
YDR098C	GO:0005634
YDR098C	GO:0016491
YDR098C	GO:0008134
YDR098C	GO:0006873
YDR098C	GO:0007010
YDR098C	GO:0042221
YDR098C	GO:0006979
YDR099W	GO:0005737
YDR099W	GO:0016020
YDR099W	GO:0005634
YDR099W	GO:0005886
YDR099W	GO:0003677
YDR099W	GO:0043167
YDR099W	GO:0006260
YDR099W	GO:0005975
YDR099W	GO:0071554
YDR099W	GO:0006974
YDR099W	GO:0006091
YDR099W	GO:0051321
YDR099W	GO:0000278
YDR099W	GO:0070647
YDR099W	GO:0007124
YDR099W	GO:0031399
YDR099W	GO:0023052
YDR099W	GO:0043934
YDR100W	GO:0005794
YDR100W	GO:0005737
YDR100W	GO:0016023
YDR100W	GO:0012505
YDR100W	GO:0016020
YDR100W	GO:0003674
YDR101C	GO:0005737
YDR101C	GO:0022625
YDR101C	GO:0022626
YDR101C	GO:0015934
YDR101C	GO:0005730
YDR101C	GO:0005634
YDR101C	GO:0030684
YDR101C	GO:0030687
YDR101C	GO:0030529
YDR101C	GO:0005840
YDR101C	GO:0003674
YDR101C	GO:0051169
YDR101C	GO:0000054
YDR103W	GO:0005737
YDR103W	GO:0016020
YDR103W	GO:0005634
YDR103W	GO:0005886
YDR103W	GO:0030427
YDR103W	GO:0019899
YDR103W	GO:0043167
YDR103W	GO:0008289
YDR103W	GO:0005198
YDR103W	GO:0000746
YDR103W	GO:0001403
YDR103W	GO:0006468
YDR103W	GO:0031399
YDR103W	GO:0042221
YDR103W	GO:0023052
YDR103W	GO:0032196
YDR104C	GO:0016020
YDR104C	GO:0003674
YDR104C	GO:0071554
YDR104C	GO:0051321
YDR104C	GO:0043934
YDR105C	GO:0005737
YDR105C	GO:0016020
YDR105C	GO:0005773
YDR105C	GO:0003674
YDR105C	GO:0008150
YDR106W	GO:0005737
YDR106W	GO:0005856
YDR106W	GO:0005869
YDR106W	GO:0005198
YDR106W	GO:0000278
YDR106W	GO:0048285
YDR107C	GO:0005737
YDR107C	GO:0016020
YDR107C	GO:0005773
YDR107C	GO:0003674
YDR107C	GO:0006873
YDR107C	GO:0001403
YDR107C	GO:0007124
YDR108W	GO:0005794
YDR108W	GO:0030008
YDR108W	GO:1990072
YDR108W	GO:0005737
YDR108W	GO:0012505
YDR108W	GO:0003674
YDR108W	GO:0048193
YDR108W	GO:0051321
YDR108W	GO:0010324
YDR108W	GO:0070925
YDR108W	GO:0048285
YDR108W	GO:0007031
YDR108W	GO:0006605
YDR108W	GO:0042594
YDR108W	GO:0007033
YDR108W	GO:0016050
YDR110W	GO:0005694
YDR110W	GO:0005730
YDR110W	GO:0005634
YDR110W	GO:0003677
YDR110W	GO:0006310
YDR110W	GO:0006260
YDR110W	GO:0006325
YDR110W	GO:0007059
YDR110W	GO:0000278
YDR110W	GO:0006997
YDR110W	GO:0048285
YDR110W	GO:0051052
YDR113C	GO:0005737
YDR113C	GO:0005856
YDR113C	GO:0005634
YDR113C	GO:0005819
YDR113C	GO:0019899
YDR113C	GO:0006310
YDR113C	GO:0006281
YDR113C	GO:0006974
YDR113C	GO:0007059
YDR113C	GO:0051321
YDR113C	GO:0000278
YDR113C	GO:0048285
YDR115W	GO:0005737
YDR115W	GO:0015934
YDR115W	GO:0005762
YDR115W	GO:0005761
YDR115W	GO:0005739
YDR115W	GO:0005634
YDR115W	GO:0030529
YDR115W	GO:0005840
YDR115W	GO:0003735
YDR115W	GO:0005198
YDR115W	GO:0032543
YDR115W	GO:0007005
YDR116C	GO:0005737
YDR116C	GO:0015934
YDR116C	GO:0005762
YDR116C	GO:0005761
YDR116C	GO:0005739
YDR116C	GO:0030529
YDR116C	GO:0005840
YDR116C	GO:0003735
YDR116C	GO:0005198
YDR116C	GO:0032543
YDR116C	GO:0007005
YDR117C	GO:0005737
YDR117C	GO:0030529
YDR117C	GO:0005840
YDR117C	GO:0003723
YDR117C	GO:0008150
YDR118W	GO:0005680
YDR118W	GO:0005634
YDR118W	GO:0000151
YDR118W	GO:0016740
YDR118W	GO:0070647
YDR118W	GO:0051603
YDR120C	GO:0005737
YDR120C	GO:0012505
YDR120C	GO:0016020
YDR120C	GO:0005739
YDR120C	GO:0005634
YDR120C	GO:0008168
YDR120C	GO:0016740
YDR120C	GO:0009451
YDR120C	GO:0008033
YDR121W	GO:0008623
YDR121W	GO:0005694
YDR121W	GO:0008622
YDR121W	GO:0005634
YDR121W	GO:0003677
YDR121W	GO:0003682
YDR121W	GO:0016779
YDR121W	GO:0016740
YDR121W	GO:0006281
YDR121W	GO:0006260
YDR121W	GO:0006974
YDR121W	GO:0006325
YDR122W	GO:0016020
YDR122W	GO:0005886
YDR122W	GO:0016301
YDR122W	GO:0016740
YDR122W	GO:0006887
YDR122W	GO:0006468
YDR123C	GO:0005634
YDR123C	GO:0001071
YDR123C	GO:0006629
YDR123C	GO:0006366
YDR125C	GO:0005737
YDR125C	GO:0005739
YDR125C	GO:0003674
YDR125C	GO:0008150
YDR126W	GO:0005938
YDR126W	GO:0005737
YDR126W	GO:0005856
YDR126W	GO:0012505
YDR126W	GO:0016020
YDR126W	GO:0016740
YDR126W	GO:0071554
YDR126W	GO:0007010
YDR126W	GO:0006887
YDR126W	GO:0051321
YDR126W	GO:0061025
YDR126W	GO:0048284
YDR126W	GO:0043543
YDR126W	GO:0006497
YDR126W	GO:0051049
YDR126W	GO:0043934
YDR126W	GO:0007033
YDR127W	GO:0005737
YDR127W	GO:0016301
YDR127W	GO:0016829
YDR127W	GO:0016491
YDR127W	GO:0016740
YDR128W	GO:0035859
YDR128W	GO:0005737
YDR128W	GO:0016020
YDR128W	GO:0005773
YDR128W	GO:0003674
YDR128W	GO:0008150
YDR129C	GO:0005938
YDR129C	GO:0005933
YDR129C	GO:0005737
YDR129C	GO:0005856
YDR129C	GO:0016020
YDR129C	GO:0005886
YDR129C	GO:0030427
YDR129C	GO:0008092
YDR129C	GO:0030674
YDR129C	GO:0007010
YDR130C	GO:0000235
YDR130C	GO:0005694
YDR130C	GO:0000775
YDR130C	GO:0000778
YDR130C	GO:0000780
YDR130C	GO:0005737
YDR130C	GO:0005881
YDR130C	GO:0005856
YDR130C	GO:0005882
YDR130C	GO:0000776
YDR130C	GO:0005874
YDR130C	GO:0005815
YDR130C	GO:0005634
YDR130C	GO:0005819
YDR130C	GO:0005876
YDR130C	GO:0000922
YDR130C	GO:0005816
YDR130C	GO:0008092
YDR130C	GO:0005198
YDR130C	GO:0007059
YDR130C	GO:0007010
YDR130C	GO:0000278
YDR130C	GO:0048285
YDR130C	GO:0051726
YDR130C	GO:0033043
YDR131C	GO:0019005
YDR131C	GO:0000151
YDR131C	GO:0030674
YDR131C	GO:0016740
YDR131C	GO:0051603
YDR132C	GO:0005737
YDR132C	GO:0005739
YDR132C	GO:0005634
YDR132C	GO:0003674
YDR132C	GO:0008150
YDR135C	GO:0005737
YDR135C	GO:0016020
YDR135C	GO:0005773
YDR135C	GO:0016887
YDR135C	GO:0016787
YDR135C	GO:0022857
YDR135C	GO:0006811
YDR135C	GO:0061025
YDR135C	GO:0048284
YDR135C	GO:0042221
YDR135C	GO:0055085
YDR135C	GO:0007033
YDR137W	GO:0005794
YDR137W	GO:0034066
YDR137W	GO:0005737
YDR137W	GO:0012505
YDR137W	GO:0032045
YDR137W	GO:0016020
YDR137W	GO:0005085
YDR137W	GO:0016197
YDR140W	GO:0005737
YDR140W	GO:0035657
YDR140W	GO:0005634
YDR140W	GO:0008168
YDR140W	GO:0016740
YDR140W	GO:0008213
YDR140W	GO:0006417
YDR141C	GO:0005794
YDR141C	GO:0005737
YDR141C	GO:0012505
YDR141C	GO:0005739
YDR141C	GO:0003674
YDR141C	GO:0048193
YDR141C	GO:0000902
YDR141C	GO:0016197
YDR142C	GO:0005737
YDR142C	GO:0005777
YDR142C	GO:0007031
YDR142C	GO:0070271
YDR142C	GO:0006605
YDR142C	GO:0055085
YDR143C	GO:0005737
YDR143C	GO:0005634
YDR143C	GO:0016740
YDR143C	GO:0070647
YDR143C	GO:0051603
YDR143C	GO:0042221
YDR144C	GO:0005618
YDR144C	GO:0016787
YDR144C	GO:0008233
YDR144C	GO:0071554
YDR145W	GO:0016591
YDR145W	GO:0000124
YDR145W	GO:0046695
YDR145W	GO:0000123
YDR145W	GO:0005634
YDR145W	GO:0005669
YDR145W	GO:0005667
YDR145W	GO:0003682
YDR145W	GO:0001071
YDR145W	GO:0005198
YDR145W	GO:0008134
YDR145W	GO:0006352
YDR145W	GO:0006325
YDR145W	GO:0016570
YDR145W	GO:0018193
YDR145W	GO:0043543
YDR145W	GO:0006366
YDR146C	GO:0005737
YDR146C	GO:0005634
YDR146C	GO:0003677
YDR146C	GO:0001071
YDR146C	GO:0000988
YDR146C	GO:0000278
YDR146C	GO:0048285
YDR146C	GO:0051052
YDR146C	GO:0006366
YDR147W	GO:0005737
YDR147W	GO:0016301
YDR147W	GO:0016740
YDR147W	GO:0006629
YDR148C	GO:0005737
YDR148C	GO:0009353
YDR148C	GO:0005739
YDR148C	GO:0016740
YDR148C	GO:0045333
YDR148C	GO:0006091
YDR148C	GO:0007005
YDR150W	GO:0005938
YDR150W	GO:0005933
YDR150W	GO:0005737
YDR150W	GO:0005739
YDR150W	GO:0030427
YDR150W	GO:0008092
YDR150W	GO:0007010
YDR150W	GO:0007005
YDR150W	GO:0048285
YDR150W	GO:0048308
YDR151C	GO:0005634
YDR151C	GO:0003723
YDR151C	GO:0003729
YDR151C	GO:0006401
YDR151C	GO:0006873
YDR152W	GO:0005737
YDR152W	GO:0005844
YDR152W	GO:0030529
YDR152W	GO:0003674
YDR152W	GO:0002181
YDR153C	GO:0030125
YDR153C	GO:0005737
YDR153C	GO:0016023
YDR153C	GO:0012505
YDR153C	GO:0016020
YDR153C	GO:0030120
YDR153C	GO:0043167
YDR153C	GO:0008289
YDR153C	GO:0048193
YDR153C	GO:0016197
YDR155C	GO:0034967
YDR155C	GO:0005694
YDR155C	GO:0005737
YDR155C	GO:0000118
YDR155C	GO:0005740
YDR155C	GO:0005739
YDR155C	GO:0005634
YDR155C	GO:0003723
YDR155C	GO:0016853
YDR155C	GO:0003729
YDR155C	GO:0006325
YDR155C	GO:0016570
YDR155C	GO:0051321
YDR155C	GO:0048285
YDR155C	GO:0051726
YDR155C	GO:0033043
YDR155C	GO:0043934
YDR156W	GO:0005736
YDR156W	GO:0005730
YDR156W	GO:0005634
YDR156W	GO:0016779
YDR156W	GO:0016740
YDR156W	GO:0006360
YDR158W	GO:0005737
YDR158W	GO:0016020
YDR158W	GO:0005634
YDR158W	GO:0005886
YDR158W	GO:0016491
YDR158W	GO:0006520
YDR159W	GO:0012505
YDR159W	GO:0016020
YDR159W	GO:0005643
YDR159W	GO:0005634
YDR159W	GO:0070390
YDR159W	GO:0006281
YDR159W	GO:0006401
YDR159W	GO:0006974
YDR159W	GO:0006397
YDR159W	GO:0000278
YDR159W	GO:0051169
YDR159W	GO:0015931
YDR159W	GO:0048285
YDR159W	GO:0042274
YDR160W	GO:0016020
YDR160W	GO:0005886
YDR160W	GO:0003674
YDR160W	GO:0042221
YDR162C	GO:0005737
YDR162C	GO:0005634
YDR162C	GO:0003674
YDR162C	GO:0071554
YDR162C	GO:0006468
YDR162C	GO:0031399
YDR162C	GO:0009408
YDR162C	GO:0006970
YDR162C	GO:0023052
YDR163W	GO:0005684
YDR163W	GO:0005634
YDR163W	GO:0030529
YDR163W	GO:0005681
YDR163W	GO:0003674
YDR163W	GO:0008380
YDR163W	GO:0006397
YDR164C	GO:0005933
YDR164C	GO:0016020
YDR164C	GO:0005886
YDR164C	GO:0030427
YDR164C	GO:0006887
YDR164C	GO:0061025
YDR164C	GO:0048284
YDR164C	GO:0033043
YDR164C	GO:0051049
YDR164C	GO:0016050
YDR165W	GO:0005737
YDR165W	GO:0005634
YDR165W	GO:0043527
YDR165W	GO:0008168
YDR165W	GO:0016740
YDR165W	GO:0009451
YDR165W	GO:0008033
YDR166C	GO:0005938
YDR166C	GO:0005933
YDR166C	GO:0005737
YDR166C	GO:0000145
YDR166C	GO:0016020
YDR166C	GO:0030427
YDR166C	GO:0003674
YDR166C	GO:0048193
YDR166C	GO:0006887
YDR166C	GO:0048308
YDR166C	GO:0070271
YDR167W	GO:0016591
YDR167W	GO:0000124
YDR167W	GO:0046695
YDR167W	GO:0000123
YDR167W	GO:0005634
YDR167W	GO:0005669
YDR167W	GO:0005667
YDR167W	GO:0003682
YDR167W	GO:0001071
YDR167W	GO:0005198
YDR167W	GO:0006352
YDR167W	GO:0006325
YDR167W	GO:0016570
YDR167W	GO:0018193
YDR167W	GO:0043543
YDR167W	GO:0006366
YDR168W	GO:0005737
YDR168W	GO:0051082
YDR168W	GO:0007010
YDR168W	GO:0070271
YDR168W	GO:0051726
YDR168W	GO:0006970
YDR168W	GO:0023052
YDR169C	GO:0005737
YDR169C	GO:0005634
YDR169C	GO:0003677
YDR169C	GO:0042221
YDR169C	GO:0006366
YDR170C	GO:0005794
YDR170C	GO:0005737
YDR170C	GO:0016023
YDR170C	GO:0012505
YDR170C	GO:0016020
YDR170C	GO:0005085
YDR170C	GO:0048193
YDR170C	GO:0070925
YDR170C	GO:0042594
YDR170C	GO:0007033
YDR171W	GO:0005832
YDR171W	GO:0005737
YDR171W	GO:0005856
YDR171W	GO:0051082
YDR171W	GO:0007010
YDR172W	GO:0005737
YDR172W	GO:0010494
YDR172W	GO:0030529
YDR172W	GO:0018444
YDR172W	GO:0003723
YDR172W	GO:0003729
YDR172W	GO:0008135
YDR172W	GO:0006401
YDR173C	GO:0005634
YDR173C	GO:0016301
